月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,59,59~59,良,33,67,5,0.6,13,75
2015-01,55,27~81,良,32,61,6,0.629,14,79
2015-02,75,55~162,良,53,73,13,0.768,15,91
2015-03,92,54~203,良,62,88,13,0.59,24,136
2015-04,60,38~80,良,26,50,10,0.327,16,108
2015-05,60,26~108,良,25,52,33,0.474,15,108
2015-06,30,18~58,优,8,22,8,0.437,10,58
2015-07,27,16~55,优,10,21,14,0.432,11,49
2015-08,23,15~47,优,6,16,9,0.368,8,46
2015-09,24,16~39,优,7,18,9,0.497,7,48
2015-10,34,20~48,优,17,25,12,0.49,10,63
2015-11,37,23~51,优,23,35,6,0.517,13,56
2015-12,43,22~61,优,26,43,8,0.606,16,63
2016-01,45,32~59,优,24,43,6,1.026,17,71
2016-02,53,18~105,良,30,53,8,0.7,16,79
2016-03,66,33~98,良,44,79,8,0.684,27,94
2016-04,67,36~95,良,41,81,9,0.517,26,105
2016-05,44,0~70,优,22,44,7,0.313,15,73
2016-06,29,17~46,优,12,26,5,0.157,8,52
2016-07,22,0~41,优,11,19,7,0.132,8,40
2016-08,31,0~49,优,12,23,8,0.181,10,61
2016-09,34,19~54,优,19,30,13,0.343,18,60
2016-10,33,22~47,优,21,30,4,0.584,13,60
2016-11,33,14~51,优,19,31,4,0.413,13,53
2016-12,47,26~59,优,28,48,4,0.526,17,61
2017-01,47,31~109,优,30,44,4,0.584,14,66
2017-02,56,38~74,良,37,60,5,0.739,16,97
2017-03,81,49~115,良,58,92,4,0.777,23,122
2017-04,73,38~140,良,52,78,7,0.51,19,110
2017-05,63,32~92,良,38,67,6,0.429,19,107
2017-06,36,16~62,优,11,32,6,0.423,12,69
2017-07,28,18~48,优,16,25,7,0.465,12,47
2017-08,29,18~35,优,19,21,5,0.513,10,45
2017-09,24,16~32,优,14,21,7,0.427,12,43
2017-10,28,18~42,优,17,25,6,0.661,17,51
2017-11,40,18~58,优,22,38,7,0.667,25,57
2017-12,42,22~63,优,23,42,6,0.629,20,71
2018-01,41,17~53,优,19,40,5,0.597,20,71
2018-02,57,23~104,良,29,49,5,0.711,17,100
2018-03,83,42~113,良,47,78,6,0.732,24,137
2018-04,81,45~104,良,35,64,8,0.663,18,137
