月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,41,41~41,优,25,41,13,0.5,17,58
2015-01,31,21~50,优,17,28,9,0.656,15,44
2015-02,49,29~71,优,15,32,9,0.45,10,87
2015-03,35,11~91,优,10,28,11,0.511,12,54
2015-04,44,19~91,优,13,45,12,0.552,22,60
2015-05,52,25~93,良,18,36,13,0.655,24,96
2015-06,45,28~66,优,23,39,13,0.67,22,63
2015-07,46,28~89,优,26,47,12,0.468,26,62
2015-08,47,25~72,优,21,40,15,0.603,25,61
2015-09,39,30~65,优,13,27,14,0.59,20,76
2015-10,44,30~68,优,21,46,13,0.403,22,59
2015-11,48,27~68,优,25,50,13,0.473,26,55
2015-12,52,29~67,良,31,52,18,0.723,28,59
2016-01,49,30~72,优,31,47,16,1.006,28,32
2016-02,67,17~264,良,24,29,17,0.821,62,21
2016-03,49,23~69,优,25,53,12,0.923,25,41
2016-04,46,28~65,优,21,47,15,0.803,26,41
2016-05,46,26~77,优,23,47,11,0.852,22,46
2016-06,39,19~69,优,19,36,15,0.797,22,49
2016-07,41,0~103,优,17,32,27,0.816,28,70
2016-08,41,34~52,优,19,31,27,0.516,23,80
2016-09,39,31~48,优,14,23,30,0.27,27,70
2016-10,50,28~78,优,15,28,32,0.645,38,68
2016-11,63,34~106,良,24,43,35,0.717,50,47
2016-12,57,31~92,良,28,48,32,0.794,44,57
2017-01,50,28~132,良,31,48,23,0.7,30,56
2017-02,44,28~80,优,21,37,20,0.589,30,58
2017-03,42,29~69,优,19,35,21,0.632,31,59
2017-04,55,30~88,良,21,36,24,0.513,43,67
2017-05,48,34~65,优,21,35,23,0.471,35,72
2017-06,37,27~64,优,18,31,16,0.337,22,69
2017-07,67,43~90,良,17,36,15,0.365,17,120
2017-08,60,43~93,良,12,23,17,0.397,15,110
2017-09,46,39~60,优,11,24,19,0.447,18,91
2017-10,42,32~60,优,11,24,16,0.432,18,83
2017-11,42,30~50,优,16,32,14,0.403,17,83
2017-12,49,37~82,优,27,48,14,0.426,18,80
2018-01,47,34~64,优,27,45,13,0.606,13,87
2018-02,54,37~93,良,28,45,16,0.479,9,95
2018-03,56,41~73,良,15,30,14,0.468,13,106
2018-04,59,43~85,良,14,31,15,0.338,15,109
