月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,94,94~94,良,70,135,151,0.5,28,76
2015-01,59,30~127,良,40,65,81,1.087,25,68
2015-02,51,31~69,良,22,43,64,1.175,14,89
2015-03,60,35~91,良,37,58,39,0.868,14,98
2015-04,71,36~107,良,40,68,46,0.757,15,119
2015-05,59,39~94,良,27,47,28,0.565,8,108
2015-06,44,30~75,优,18,34,19,0.437,6,84
2015-07,65,26~105,良,25,52,22,0.455,11,114
2015-08,56,25~110,良,26,47,29,0.406,13,96
2015-09,42,26~117,优,26,42,22,0.36,11,46
2015-10,61,26~223,良,38,72,25,0.5,15,64
2015-11,43,26~79,优,24,42,20,0.56,15,47
2015-12,51,21~123,良,33,45,42,0.716,22,50
2016-01,44,23~89,优,27,36,36,0.874,20,56
2016-02,61,29~118,良,38,52,45,0.731,16,79
2016-03,50,26~77,优,30,43,24,0.681,17,83
2016-04,46,26~67,优,24,36,14,0.637,14,85
2016-05,50,20~80,良,24,38,11,0.561,11,91
2016-06,42,21~85,优,15,23,11,0.463,10,81
2016-07,38,27~57,优,13,20,7,0.416,8,76
2016-08,51,30~91,良,23,32,17,0.465,13,96
2016-09,63,36~94,良,38,52,18,0.533,16,104
2016-10,45,22~79,优,30,41,17,0.535,15,69
2016-11,41,23~62,优,24,34,29,0.663,16,60
2016-12,69,34~132,良,49,63,50,0.942,24,67
2017-01,56,27~100,良,38,47,33,0.716,19,48
2017-02,51,23~102,良,34,46,32,0.614,16,70
2017-03,46,26~87,优,26,38,30,0.594,18,71
2017-04,61,32~95,良,25,43,17,0.543,13,109
2017-05,59,25~94,良,25,40,12,0.565,14,106
2017-06,44,21~75,优,16,25,11,0.55,11,84
2017-07,40,19~89,优,18,31,11,0.494,11,75
2017-08,43,23~88,优,18,30,10,0.555,10,80
2017-09,47,27~86,优,25,39,10,0.61,10,80
2017-10,50,22~113,优,33,47,14,0.632,13,67
2017-11,72,30~150,良,52,77,27,0.73,20,75
2017-12,80,27~180,良,57,87,48,0.774,27,71
2018-01,60,27~110,良,42,55,35,0.897,21,56
2018-02,79,32~132,良,58,79,32,0.879,17,87
2018-03,73,34~140,良,46,68,19,0.726,17,109
2018-04,73,46~93,良,41,76,16,0.725,14,116
