月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,54,54~54,良,28,56,132,0.9,44,105
2015-01,48,10~82,优,26,43,34,0.816,21,76
2015-02,44,17~81,优,20,27,19,0.907,16,81
2015-03,40,24~73,优,14,22,66,0.935,18,76
2015-04,58,24~110,良,14,34,49,0.473,16,94
2015-05,31,19~51,优,9,20,37,0.932,13,58
2015-06,30,18~59,优,9,21,17,0.45,8,55
2015-07,58,22~96,良,34,56,24,0.55,17,99
2015-08,54,22~95,良,33,59,16,0.707,15,83
2015-09,57,25~108,良,32,50,46,0.63,17,73
2015-10,54,34~78,良,25,42,37,0.468,19,92
2015-11,45,28~73,优,18,28,36,0.77,16,53
2015-12,66,43~107,良,36,48,64,0.55,19,51
2016-01,43,21~77,优,29,37,20,0.681,19,52
2016-02,59,32~82,良,37,48,16,0.771,18,86
2016-03,65,42~107,良,42,59,38,0.993,29,65
2016-04,53,35~71,良,28,50,19,1.522,30,37
2016-05,48,25~68,优,23,45,25,0.72,19,59
2016-06,45,29~119,优,14,29,12,0.253,10,83
2016-07,37,19~65,优,14,25,7,0.232,9,72
2016-08,51,26~104,良,22,36,18,0.216,15,92
2016-09,73,34~108,良,36,57,41,0.23,18,122
2016-10,58,24~108,良,34,56,31,0.465,14,80
2016-11,51,29~74,良,29,44,40,0.587,14,51
2016-12,73,52~109,良,47,76,57,0.877,27,54
2017-01,59,19~124,良,41,56,18,0.69,14,55
2017-02,49,18~103,优,33,47,16,0.514,14,69
2017-03,55,26~80,良,27,44,47,0.587,17,53
2017-04,49,29~74,优,25,49,17,0.46,11,83
2017-05,45,21~66,优,20,37,13,0.513,13,84
2017-06,36,19~103,优,16,27,15,0.523,10,56
2017-07,38,18~82,优,10,24,7,0.5,9,74
2017-08,37,19~70,优,7,24,10,0.574,7,70
2017-09,42,23~65,优,17,37,25,0.643,9,76
2017-10,54,29~88,良,23,41,34,0.735,15,79
2017-11,64,25~103,良,34,56,55,0.82,24,73
2017-12,67,39~119,良,45,66,59,0.826,29,70
2018-01,46,21~102,优,28,40,23,0.887,24,42
2018-02,57,28~95,良,38,57,12,0.793,18,79
2018-03,49,20~90,优,27,44,15,0.748,19,81
2018-04,57,44~79,良,28,61,10,0.413,13,87
