月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,47,47~47,优,33,43,29,0.3,23,51
2015-01,67,33~140,良,46,69,22,0.823,24,58
2015-02,77,35~162,良,53,78,15,0.775,18,74
2015-03,61,36~135,良,38,64,11,0.606,15,93
2015-04,68,44~166,良,36,82,10,0.423,13,98
2015-05,58,39~108,良,25,52,6,0.423,12,104
2015-06,63,42~96,良,35,63,10,0.617,14,104
2015-07,71,39~116,良,28,70,15,0.79,16,118
2015-08,53,31~77,良,25,54,5,0.59,13,90
2015-09,47,22~92,优,20,49,7,0.58,16,71
2015-10,51,26~119,良,24,56,9,0.648,19,69
2015-11,84,31~208,良,58,93,17,0.98,29,57
2015-12,66,29~142,良,47,57,23,1.077,27,56
2016-01,49,28~152,优,29,40,20,0.826,18,61
2016-02,52,37~148,良,28,42,16,0.738,13,79
2016-03,61,36~128,良,37,63,14,0.8,18,82
2016-04,60,38~159,良,31,64,10,0.76,18,89
2016-05,66,39~145,良,36,72,8,0.681,14,104
2016-06,60,39~97,良,35,55,8,0.687,18,105
2016-07,77,45~150,良,42,67,9,0.694,24,120
2016-08,54,27~87,良,23,53,8,0.552,22,94
2016-09,49,33~89,优,27,51,7,0.66,24,69
2016-10,44,27~93,优,26,45,8,0.629,22,61
2016-11,61,30~255,良,42,52,11,0.793,25,60
2016-12,47,26~100,优,31,43,14,0.845,22,53
2017-01,46,28~102,优,28,42,13,0.768,18,57
2017-02,43,37~66,优,17,31,8,0.429,12,79
2017-03,52,40~127,良,25,47,7,0.448,17,91
2017-04,55,35~101,良,20,54,7,0.343,16,97
2017-05,76,33~500,良,27,94,5,0.348,14,99
2017-06,58,31~118,良,19,48,5,0.42,16,104
2017-07,62,36~104,良,15,37,7,0.555,18,113
2017-08,47,27~74,优,13,32,5,0.461,11,86
2017-09,39,24~71,优,10,32,7,0.433,14,70
2017-10,47,26~122,优,20,48,8,0.465,21,68
2017-11,40,23~69,优,18,38,10,0.46,15,54
2017-12,47,26~117,优,28,46,14,0.826,17,50
2018-01,38,28~84,优,17,29,11,0.542,10,65
2018-02,44,36~78,优,20,34,12,0.575,8,76
2018-03,57,41~137,良,28,52,11,0.623,11,100
2018-04,59,48~83,良,17,50,6,0.388,7,99
