月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,130,130~130,轻度污染,67,210,21,1.4,51,64
2015-01,70,38~101,良,31,90,20,1.132,32,67
2015-02,72,54~123,良,44,88,25,0.989,27,109
2015-03,87,57~125,良,51,102,23,0.873,36,140
2015-04,70,47~99,良,35,71,22,0.513,19,120
2015-05,76,47~118,良,35,70,20,0.371,23,130
2015-06,43,24~83,优,20,38,24,0.657,13,80
2015-07,38,22~58,优,19,34,19,0.613,14,65
2015-08,36,22~50,优,21,34,18,0.532,10,57
2015-09,38,20~54,优,21,37,15,0.643,15,63
2015-10,44,21~72,优,22,42,12,0.703,17,77
2015-11,54,32~66,良,24,61,12,0.913,24,66
2015-12,70,53~95,良,45,76,11,1.235,28,59
2016-01,69,42~119,良,49,69,8,1.335,28,73
2016-02,82,46~124,良,59,72,9,1.345,24,93
2016-03,81,38~109,良,51,77,8,1.194,31,131
2016-04,77,48~113,良,37,63,7,1.07,27,128
2016-05,60,32~94,良,25,44,7,0.916,19,109
2016-06,35,20~61,优,15,26,12,0.753,12,69
2016-07,31,20~64,优,16,24,16,0.729,10,48
2016-08,37,0~60,优,19,25,21,0.71,10,67
2016-09,42,20~72,优,27,35,16,0.63,13,72
2016-10,40,25~60,优,21,35,16,1.052,15,73
2016-11,46,30~79,优,26,45,15,1.1,20,56
2016-12,54,0~63,良,33,58,13,1.052,23,66
2017-01,58,44~135,良,39,58,10,0.906,23,83
2017-02,71,51~97,良,47,66,12,0.975,29,112
2017-03,75,46~109,良,49,67,14,0.916,32,118
2017-04,74,43~142,良,47,64,10,0.887,27,115
2017-05,68,36~108,良,36,56,14,0.79,19,119
2017-06,40,22~80,优,16,29,11,0.733,12,78
2017-07,34,25~50,优,15,26,12,1.061,14,61
2017-08,31,16~46,优,13,24,18,0.677,11,60
2017-09,37,25~49,优,17,34,16,0.82,13,63
2017-10,38,24~54,优,19,37,13,0.565,14,69
2017-11,49,34~62,优,27,50,15,0.773,26,71
2017-12,55,33~70,良,34,60,15,0.771,36,61
2018-01,54,31~72,良,35,56,14,0.919,34,68
2018-02,77,55~112,良,51,93,14,0.946,30,103
2018-03,96,78~172,良,63,99,17,0.935,38,130
2018-04,89,44~111,良,59,85,16,0.875,33,144
