月份,AQI,范围,质量等级,PM2.5,PM10,SO2,CO,NO2,O3
2014-12,41,41~41,优,22,41,19,0.9,15,61
2015-01,46,15~63,优,27,47,31,0.968,24,41
2015-02,46,27~56,优,29,47,21,0.711,17,47
2015-03,51,26~96,良,33,52,19,0.71,18,65
2015-04,42,27~63,优,23,41,17,0.59,15,62
2015-05,46,29~61,优,24,40,22,0.616,15,81
2015-06,30,17~43,优,11,24,14,0.547,8,54
2015-07,45,21~93,优,20,35,19,0.635,18,82
2015-08,35,19~67,优,17,31,25,0.729,19,60
2015-09,32,18~57,优,15,28,20,0.72,16,54
2015-10,41,30~55,优,20,34,28,0.726,23,74
2015-11,38,21~51,优,19,33,29,0.84,24,65
2015-12,45,24~59,优,28,43,31,0.897,28,68
2016-01,47,27~58,优,28,45,28,0.794,29,79
2016-02,50,26~80,良,30,44,25,0.807,20,87
2016-03,59,39~81,良,33,53,25,0.706,26,107
2016-04,61,44~77,良,28,49,26,0.743,27,112
2016-05,48,29~72,优,20,34,19,0.694,18,94
2016-06,32,17~60,优,9,18,15,0.67,13,64
2016-07,26,15~41,优,9,20,15,0.668,13,49
2016-08,47,28~70,优,21,34,23,0.777,22,89
2016-09,38,20~69,优,21,31,21,0.707,19,66
2016-10,36,23~69,优,19,30,24,0.903,19,64
2016-11,37,22~69,优,19,32,24,1.047,22,58
2016-12,46,25~72,优,29,45,28,1.197,24,55
2017-01,43,30~69,优,25,42,21,1.055,25,61
2017-02,51,36~70,良,31,46,21,0.975,24,94
2017-03,66,41~91,良,33,51,24,0.961,26,117
2017-04,61,35~110,良,27,45,16,0.837,20,108
2017-05,47,25~62,优,23,40,16,0.897,20,90
2017-06,41,22~80,优,11,26,16,0.75,13,77
2017-07,40,22~64,优,16,37,22,0.768,20,65
2017-08,34,22~63,优,14,30,18,0.839,17,63
2017-09,32,20~64,优,15,30,16,0.753,15,54
2017-10,35,20~60,优,17,34,15,0.852,16,58
2017-11,48,26~76,优,25,49,24,0.997,27,69
2017-12,56,34~89,良,34,61,23,1,30,73
2018-01,51,29~77,良,28,54,21,0.89,29,73
2018-02,53,30~72,良,33,54,17,0.85,24,86
2018-03,69,50~92,良,43,72,20,0.932,36,118
2018-04,72,55~87,良,36,69,18,0.863,31,120
